Response ID,PID,MID,RespondentSID,Survey Number,SurveyName,SupplierName,IsLive,EntryDate,LastDate,FulcrumStatus,ClientStatus,ResponseStatus,AGE(1),GENDER(9),HISPANIC(3),ETHNICITY(8),ZIP(2),REGION(6),Ethnicity - Detailed(7),STATE(4)
60688A5D-F515-A094-17BC-C3422C99B2D1,"_6572_47b80c890933dfb47ece20f5358bdd98",RE3WVF45,50d0e87c-0b21-4461-9990-474161fe1c65,10307266,"MIP - Boston","Revenue Universe",True,4/3/2021 10:31:43 AM,4/3/2021 10:32:29 AM,23,-1,Demographic Termination,30,,,,46901,,,
60688B6C-9367-9DDA-2776-CCB987070004,"_6572_24f2dda4f7ba42ef11d4e2f34747e996",RE3WVFGS,a3f87d04-a9c4-4db7-bb13-41717bb54b7b,10307266,"MIP - Boston","Revenue Universe",True,4/3/2021 10:35:31 AM,4/3/2021 10:36:23 AM,23,-1,Demographic Termination,21,,,,44418,,,
60688C12-1B64-D19D-4115-077628517DA4,"g0vix3xqsli8rj2a",K_kcj0havxx4,d953d66b-b107-4ba2-ab03-7ca0f7af3e70,10307266,"MIP - Boston","MySoapBox - API 1",True,4/3/2021 10:39:29 AM,4/3/2021 10:39:53 AM,23,-1,Demographic Termination,32,,,,33603,,,
60688E6C-78EA-45C8-7AF9-A768C243F87E,"_6572_9550a73c365ea9d91a125cca2bec6ffd",RE3WVGQN,f56471a2-c225-40cc-b3ae-1ad65f86501d,10307266,"MIP - Boston","Revenue Universe",True,4/3/2021 10:49:12 AM,4/3/2021 10:49:34 AM,23,-1,Demographic Termination,20,,,,46202,,,
60688EF6-17F1-38D7-7368-BAFA34942910,"_6572_6520556aa8e6cac50fd97a3692f35683",RE3WVGTH,b3b792cd-910f-4a53-8eab-ac4b67b24d76,10307266,"MIP - Boston","Revenue Universe",True,4/3/2021 10:50:38 AM,4/3/2021 10:51:16 AM,23,-1,Demographic Termination,47,,,,91105,,,
6069C238-B007-B645-89FF-91614028C671,"14929905",97834518954b11eb8387064ae673b908,c6f84ed3-0fec-470d-9f4c-df4c1b9e6c6f,10307266,"MIP - Boston","DISQO",True,4/4/2021 8:42:28 AM,4/4/2021 8:49:07 AM,3,10,Complete,68,1,,1,02045,,,22
6068D5B8-F5D1-1FA7-B704-F3ECE8DF40DA,"22133494",1362777150,3278b7ea-e726-4f70-b8f8-53194722fb10,10307266,"MIP - Boston","MyPoints",True,4/3/2021 3:53:14 PM,4/3/2021 3:59:08 PM,3,10,Complete,68,1,,1,01864,,,22
6069BF2C-0E9F-E85A-99AF-5CBBDE371B18,"22049139",1363313201,e950f380-7891-431a-8c86-7bb2cfb257d6,10307266,"MIP - Boston","MyPoints",True,4/4/2021 8:28:24 AM,4/4/2021 8:41:36 AM,3,10,Complete,77,2,,1,02360,,,22
60689F82-FE79-A38A-7666-D4DBB0AB9C88,"1812790",29fb3b16949e11ebb83a02b393b2fb33,bcaf2da8-f6d2-4ff0-84e3-eb1c7c6b0c06,10307266,"MIP - Boston","DISQO",True,4/3/2021 12:01:03 PM,4/3/2021 12:53:45 PM,3,10,Complete,74,1,,1,02054,,,22
606A3903-A2F2-2CD9-465B-0C4091C0690C,"44919748-76e2-4f73-9ab8-7eb6ea8d6741",O23M21KG6J-34541e,459753f8-de27-4be5-bf4e-ff9975a131cb,10307266,"MIP - Boston","Publishers Clearing House",True,4/4/2021 5:08:25 PM,4/4/2021 5:09:03 PM,23,-1,Demographic Termination,60,,,,60630,,,
6068904C-C9E2-4054-FE5B-8F6CD0D03916,"8616508",3ede2b28949511eba74d069f9c9f4b3a,12836f6d-f7e5-4933-bb32-7bf6f51efaa6,10307266,"MIP - Boston","DISQO",True,4/3/2021 10:57:11 AM,4/3/2021 11:05:24 AM,3,10,Complete,54,1,,1,01913,,,22
606A4E70-045F-CA4D-F580-A4CE67872B2C,"318256",33219369mb06849495efa041670bdfa8afb2,02ff602b-f520-486d-b409-b12e99d9f450,10307266,"MIP - Boston","Branded Research",True,4/4/2021 6:40:45 PM,4/4/2021 6:40:51 PM,3,1,In Screener / Drop,70,2,,1,01913,,,22
606A60BB-87C2-3560-F228-9BE11ADDA55E,"29775406",1363858604,48f8e13c-0cf0-4759-a902-48de266183ac,10307266,"MIP - Boston","MyPoints",True,4/4/2021 7:57:43 PM,4/4/2021 8:08:41 PM,3,10,Complete,73,1,,1,01752,,,22
6068ED64-1AA8-FE09-1D18-E7E5DE3A9DA8,"fcc96da6-826e-4daf-9266-18b70c652201",session::tapjoy::cdc5d9d4-1bb3-40d9-a62c-45f6abb5f72f,cdfd8688-c1cd-480b-b462-0bae7b09bcae,10307266,"MIP - Boston","TapJoy - API",True,4/3/2021 5:33:30 PM,4/3/2021 5:33:37 PM,3,1,In Screener / Drop,60,2,,1,02446,,,22
60692AC6-E22B-7655-F9D9-39AEC81AE40D,"20220101",29cac35294f111eb9bf302f0db99ecab,cc9aed14-8030-4038-a477-b1ceb76d6084,10307266,"MIP - Boston","DISQO",True,4/3/2021 9:56:06 PM,4/3/2021 9:56:40 PM,3,1,In Screener / Drop,41,1,,1,02136,,,22
606A5872-8977-00DA-285C-45E01B855125,"_UID_4311884",RE3WZL59,87a38d89-9dc5-4ada-a5fa-d64ecc460808,10307266,"MIP - Boston","Revenue Universe",True,4/4/2021 7:23:27 PM,4/4/2021 7:36:28 PM,3,10,Complete,46,1,,2,02478,,,22
60689C91-9B60-E7ED-D82C-B3AFDF8DCD60,"78008416",1362562096,66095cd8-36dd-421f-87a6-c46814836f4f,10307266,"MIP - Boston","Prodege",True,4/3/2021 11:49:51 AM,4/3/2021 11:59:40 AM,3,10,Complete,64,1,,1,02019,,,22
606905CF-A5EF-9B2F-B12B-0988FE8BDAF3,"6420951",23954a4a94db11ebbf380233f539b3fc,3a6eb582-dc06-4964-9553-53b87cb8f191,10307266,"MIP - Boston","DISQO",True,4/3/2021 7:17:32 PM,4/3/2021 7:26:31 PM,3,10,Complete,71,2,,1,01801,,,22
6068FF6C-43C5-817D-2D1E-45C8474543E8,"5136505",1362903258,28a79c9a-5ab1-4b02-b833-9636576de971,10307266,"MIP - Boston","Prodege",True,4/3/2021 6:51:19 PM,4/3/2021 7:04:46 PM,3,10,Complete,53,2,,1,01824,,,22
6068ADE1-5389-0A5F-810C-097361ACE6D5,"31485642",1362629635,38452c1c-0546-4eca-84fc-49e091a4a10b,10307266,"MIP - Boston","MyPoints",True,4/3/2021 1:02:32 PM,4/3/2021 1:02:36 PM,36,-1,Security,,,,,,,,
606998EE-D7CF-0393-6AB1-F07FC3ECCBC3,"22033153",1363199378,93b088b1-d925-4fb6-bc85-29cd931543b1,10307266,"MIP - Boston","MyPoints",True,4/4/2021 5:46:08 AM,4/4/2021 5:51:59 AM,3,10,Complete,67,2,,1,01863,,,22
6068D979-9000-6E9A-8370-513462C08A23,"7970844",1362789118,5ae1539c-c291-49d7-8615-636431d1999d,10307266,"MIP - Boston","Prodege",True,4/3/2021 4:08:21 PM,4/3/2021 4:08:25 PM,36,-1,Security,,,,,,,,
6068D4A1-411F-80A2-D7AC-72D4099EA755,"56813059",1362772789,5ae1539c-c291-49d7-8615-636431d1999d,10307266,"MIP - Boston","MyPoints",True,4/3/2021 3:47:46 PM,4/3/2021 3:47:54 PM,3,1,In Screener / Drop,25,1,,9,02128,,,22
6069948C-7C00-677F-1725-B4C239E32780,"182373163",367620761,831024d6-d6db-4065-8cab-e861f8636de7,10307266,"MIP - Boston","TheoremReach",True,4/4/2021 5:27:26 AM,4/4/2021 5:37:26 AM,3,10,Complete,54,1,,1,01945,,,22
6068C72D-F1B7-6EC9-9831-702F28E4A23B,"28854851",1362725567,6e47d8c4-4875-4d3f-a8dd-2599b1b2c327,10307266,"MIP - Boston","MyPoints",True,4/3/2021 2:50:28 PM,4/3/2021 2:57:28 PM,3,10,Complete,48,2,,1,02739,,,22
60692640-9706-E63C-6E6A-F0F166FBFD82,"97461610",1362998394,809eb85c-b2bb-4930-95a6-b7e7f263cfe7,10307266,"MIP - Boston","Prodege",True,4/3/2021 9:37:01 PM,4/3/2021 9:55:32 PM,3,10,Complete,82,1,,1,01810,,,22
606A3D47-9984-E16B-DEBE-FEFF5748C03D,"22082783",1363753320,2b06ee5b-438a-40fe-82ef-1356ff998fbd,10307266,"MIP - Boston","MyPoints",True,4/4/2021 5:26:36 PM,4/4/2021 5:26:40 PM,36,-1,Security,,,,,,,,
6068B5FE-31B1-98F8-488B-56735FC0441F,"23294984",1362660044,283866d0-6a52-4280-83c0-620353ae25be,10307266,"MIP - Boston","MyPoints",True,4/3/2021 1:37:09 PM,4/3/2021 1:47:15 PM,3,10,Complete,62,2,,1,01821,,,22
606A0EF3-3059-FCEE-D241-BBB73E586C27,"b789dd5a8e5ac28a385a4c4224f788b7",ba7a983cfe46739ebf30ae6d4eb37512,26c0197e-664f-47a2-a06d-4f4b58d90c04,10307266,"MIP - Boston","Tap Research",True,4/4/2021 2:08:46 PM,4/4/2021 2:18:16 PM,3,10,Complete,63,2,,1,02301,,,22
60698D9C-DAD4-9456-156F-E8483F86D2B6,"9831216",38c46134952c11eb9eb2024938142431,24f568c1-b93a-45bf-85b9-d97751d761b9,10307266,"MIP - Boston","DISQO",True,4/4/2021 4:57:59 AM,4/4/2021 4:58:34 AM,3,20,Term,23,2,,1,02081,,,22
606A5363-D874-8142-9992-DAE9891E71CF,"2f0741eae1699bcb016c29aac2a215be4c4a1052cdb574a5de44d90859a9923d",MV8yLjAwXzQwX18xMF8w,6eaf7197-7f2f-4e2f-8b8a-3a8629e4fca1,10307266,"MIP - Boston","inBrain.ai - API",True,4/4/2021 7:00:56 PM,4/4/2021 7:10:35 PM,3,10,Complete,21,2,,1,02461,,,22
6069C7C9-FB4F-C5AA-A308-D90CCCE369E4,"22653103",1363341781,73cd9a45-f3c0-4b36-8a75-7b59d3fc5d49,10307266,"MIP - Boston","MyPoints",True,4/4/2021 9:05:09 AM,4/4/2021 9:16:42 AM,3,10,Complete,64,1,,1,02351,,,22
6069CAB1-241C-7186-3719-473751E4CEF4,"22653103",1363341781,73cd9a45-f3c0-4b36-8a75-7b59d3fc5d49,10307266,"MIP - Boston","MyPoints",True,4/4/2021 9:17:33 AM,4/4/2021 9:17:37 AM,36,-1,Security,,,,,,,,
6068C7CF-9871-FC62-150F-CE3128B3EE60,"_UID_2314462",RE3WW4FW,e99cd134-7e3e-470c-af9a-b4c86ef6efb6,10307266,"MIP - Boston","Revenue Universe",True,4/3/2021 2:53:11 PM,4/3/2021 3:04:16 PM,3,10,Complete,49,1,,1,01845,,,22
6069FB58-2ABC-97A5-B6FC-6DDBDEEC54A9,"93652286",367703310,ff75f9b7-ba63-4441-9268-f099aef63df1,10307266,"MIP - Boston","TheoremReach",True,4/4/2021 12:46:13 PM,4/4/2021 12:46:17 PM,36,-1,Security,,,,,,,,
6069FB5E-25F0-89C6-609D-04511EB7BA49,"93652286",367703310,ff75f9b7-ba63-4441-9268-f099aef63df1,10307266,"MIP - Boston","TheoremReach",True,4/4/2021 12:46:18 PM,4/4/2021 12:46:22 PM,36,-1,Security,,,,,,,,
6069EE17-F6B8-1CFC-2133-1584BC6F2A9A,"23740892",1363482433,12a0f955-4550-4d4f-8350-31c29842421c,10307266,"MIP - Boston","MyPoints",True,4/4/2021 11:48:36 AM,4/4/2021 11:48:40 AM,36,-1,Security,,,,,,,,
6069B406-DF9F-72CF-7EBB-80DB3071BCC4,"50942210",1363275931,68cdac15-f2f0-4362-a682-4b63b396c228,10307266,"MIP - Boston","Prodege",True,4/4/2021 7:41:54 AM,4/4/2021 7:41:58 AM,36,-1,Security,,,,,,,,
6068D4B6-EF98-66D7-9B91-4A46D1D0A2F1,"da1d9e8271920d0658bb80f9bb650e94",96c9a56284c896c8b85ecf47c8b7518c,c03d1245-d7bf-4d54-9541-f9a7936e3ac0,10307266,"MIP - Boston","Tap Research",True,4/3/2021 3:48:13 PM,4/3/2021 3:56:06 PM,3,10,Complete,74,1,,1,01464,,,22
606A300D-E05D-62BF-67DC-3AC4065003D3,"67956328",1363711194,d9212a00-3f3f-4bbd-ae2e-96c3a0cbf511,10307266,"MIP - Boston","Prodege",True,4/4/2021 4:30:09 PM,4/4/2021 4:38:09 PM,3,10,Complete,20,2,,1,02151,,,22
6068A294-F862-10B6-3B5A-80800894AD8C,"e84ff8bf0f9d8f910990fcec00826ed7",281ae8c123e19ce5915e544fb65fe89b,78fb5c19-4d13-498a-a1f1-ef8bf19ad18f,10307266,"MIP - Boston","Tap Research",True,4/3/2021 12:14:08 PM,4/3/2021 12:14:14 PM,23,-1,Demographic Termination,29,,,10%2c4%2c5%2c6%2c7%2c8%2c9,02132,,,22
6068EEC4-16AD-C4C3-BEC3-8D10F7825FB9,"34357647",1362856409,98f7572f-e46c-4b0c-af49-17612756323a,10307266,"MIP - Boston","MyPoints",True,4/3/2021 5:39:23 PM,4/3/2021 5:39:27 PM,36,-1,Security,,,,,,,,
6069B7B3-CFCD-128C-21B2-30B729A9A141,"34332668",1363287932,98f7572f-e46c-4b0c-af49-17612756323a,10307266,"MIP - Boston","Prodege",True,4/4/2021 7:57:24 AM,4/4/2021 7:57:28 AM,36,-1,Security,,,,,,,,
60693198-7DAC-F3D7-85CF-78015CC8FF32,"3bbdf72074671bb663b07e7cfcd0a223",e80876831a7d23ef02d1480bc97ab574,d077ad9d-d061-4024-962d-2e0d4ad5f669,10307266,"MIP - Boston","Tap Research",True,4/3/2021 10:24:20 PM,4/3/2021 10:24:31 PM,3,1,In Screener / Drop,30,2,,1,01775,,,22
60689AB8-4347-4531-46EF-57569D43BCA1,"65067047",1362554816,f00ba343-e33e-46c4-8854-32783bebc15a,10307266,"MIP - Boston","MyPoints",True,4/3/2021 11:41:58 AM,4/3/2021 11:51:10 AM,3,10,Complete,68,2,,1,01721,,,22
606A3650-CF12-BA39-AFA8-81DD16282372,"104572043",367753006,d1167af5-a194-4122-b15f-024e29c44614,10307266,"MIP - Boston","TheoremReach",True,4/4/2021 4:56:43 PM,4/4/2021 5:02:31 PM,3,10,Complete,26,2,,1,02116,,,22
6069A91B-1CEE-5233-5CB5-77120453D72A,"IBD187217453",1363241149,ffbdd7f7-0a92-4a10-948f-5d98466aae7e,10307266,"MIP - Boston","InboxDollars",True,4/4/2021 6:55:09 AM,4/4/2021 7:03:40 AM,3,10,Complete,71,2,,1,02067,,,22
606A1D58-F344-6618-AB30-1EFD2694E5B0,"f19487a4edf7a0ce59a6bc2c247c87c1",69c5204f5a62619dd6bb4bb354d8d393,7b975035-9c48-4b94-97e3-8838e529077a,10307266,"MIP - Boston","Tap Research",True,4/4/2021 3:11:05 PM,4/4/2021 3:11:12 PM,3,1,In Screener / Drop,64,1,,1,02038,,,22
6069DB4C-C679-F83C-F22C-FEBAF4E0B65A,"112108601",367676019,2a84d688-2b67-4c8c-90c0-aad7d3c47209,10307266,"MIP - Boston","TheoremReach",True,4/4/2021 10:29:18 AM,4/4/2021 10:35:31 AM,3,10,Complete,53,2,,1,01749,,,22
6069BD9A-4D9B-E8EB-194B-3BE51531BE30,"22068847",1363307654,7f74c163-244a-4910-ba0e-67bf38b6201e,10307266,"MIP - Boston","MyPoints",True,4/4/2021 8:21:52 AM,4/4/2021 8:58:52 AM,3,10,Complete,77,2,,1,02021,,,22
6069B230-AC2E-124C-C579-B44FF71B9B5D,"22542982",1363259433,442553f7-f74c-46d0-969b-f586016a22fb,10307266,"MIP - Boston","MyPoints",True,4/4/2021 7:34:05 AM,4/4/2021 7:40:37 AM,3,10,Complete,50,1,,1,01760,,,22
606A1293-14DC-90C2-F2EC-C29ED4D1B80A,"40208158",1363611441,6ffc36fb-6770-4ca9-8384-4f8379004282,10307266,"MIP - Boston","MyPoints",True,4/4/2021 2:25:19 PM,4/4/2021 2:33:57 PM,3,10,Complete,63,1,,1,02472,,,22
6069137F-4853-E388-B532-D814CFCD63D1,"26ec4c97cee4ed276294c75c178f9cc0",f6297d65090784d93ab0b0e114a004b0,8529d31d-1bc2-4dad-a09f-3dd598e0e830,10307266,"MIP - Boston","Tap Research",True,4/3/2021 8:16:06 PM,4/3/2021 8:16:13 PM,3,1,In Screener / Drop,20,2,,2,02124,,,22
6069B838-F9B6-925A-4DA4-92F2561B5B23,"26007981",1363290014,68885229-9a18-47cd-8b84-efa7790c373b,10307266,"MIP - Boston","MyPoints",True,4/4/2021 8:00:07 AM,4/4/2021 8:00:11 AM,36,-1,Security,,,,,,,,
60692A1D-D275-F2E6-E437-CF27EDF03DD9,"IBD1292193222",1363006803,68885229-9a18-47cd-8b84-efa7790c373b,10307266,"MIP - Boston","InboxDollars",True,4/3/2021 9:53:47 PM,4/3/2021 9:53:54 PM,3,1,In Screener / Drop,66,1,,1,02151,,,22
60697D2A-21A7-3F27-A254-F5405DC0ED59,"IBD1989292166",1363146129,543cd5c5-e3d6-4d08-8b3e-b119cc6b133e,10307266,"MIP - Boston","InboxDollars",True,4/4/2021 3:48:07 AM,4/4/2021 4:00:38 AM,3,10,Complete,69,2,,1,02054,,,22
606A36A8-37D8-5109-6CFF-384C43FE9FAA,"17104331",d41d5154959011eba16b06dcbf15090f,865a589f-af56-4273-9460-7e746dfbe4bd,10307266,"MIP - Boston","DISQO",True,4/4/2021 4:58:10 PM,4/4/2021 6:43:22 PM,3,10,Complete,32,2,,1,01701,,,22
60690A2B-01FC-E277-4A13-778725CFAC0B,"144350a7-bb77-4fb6-b934-e3276e001540",session::tapjoy::eb59173f-3e11-4ad2-8419-e027f205b1ad,f88f39e0-2807-4797-a501-0e4d523af346,10307266,"MIP - Boston","TapJoy - API",True,4/3/2021 7:37:00 PM,4/3/2021 7:42:26 PM,3,10,Complete,21,1,,1,02038,,,22
6069C0B0-DD8A-5A50-419C-970DE0B5466B,"95bdd38b3b8b0ed2066d5919bc86927294aa557262e0772fca629d96b6206ff5",MzFfMi4wMF84NTAuMDBfX18x,b8cac444-3857-4e68-bbcb-4940ab6dee16,10307266,"MIP - Boston","inBrain.ai - API",True,4/4/2021 8:35:02 AM,4/4/2021 8:41:57 AM,3,10,Complete,32,2,,1,02472,,,22
606A5662-5547-FBC5-6F8F-EC9A1FA87F90,"22011010",1363829959,c95f48b8-b730-4e8c-a4f9-9230b2c2c961,10307266,"MIP - Boston","MyPoints",True,4/4/2021 7:14:28 PM,4/4/2021 7:25:24 PM,3,10,Complete,62,2,,1,01752,,,22
60692F7C-C920-D1E1-4CE5-383122D55496,"74129907",1363017599,6ff01fff-35dd-45d4-bac1-0b12340a108a,10307266,"MIP - Boston","MyPoints",True,4/3/2021 10:16:25 PM,4/3/2021 10:16:45 PM,3,1,In Screener / Drop,42,1,,1,02145,,,22
6068999E-E468-AF84-8D79-8FB3D7FCC854,"26213239",1362550181,efb7dd8d-5f74-4a6c-ba73-2fc8b147358a,10307266,"MIP - Boston","MyPoints",True,4/3/2021 11:36:58 AM,4/3/2021 11:48:14 AM,3,10,Complete,71,2,,1,02148,,,22
60689666-9DA2-2794-6F6C-DC3F41F9A342,"22038739",1362537334,1fd2e0d1-8ed7-4a9e-a2ab-4e12e26e5471,10307266,"MIP - Boston","MyPoints",True,4/3/2021 11:23:19 AM,4/3/2021 11:32:03 AM,3,10,Complete,71,2,,1,01719,,,22
6068B858-2A58-9BC6-FD2A-FC923D02D9C0,"23924980",1362669994,a4bc8ada-7012-4dc4-ae74-c56893170e36,10307266,"MIP - Boston","MyPoints",True,4/3/2021 1:48:21 PM,4/3/2021 1:48:25 PM,30,-1,Security,,,,,,,,
606A507B-591F-2DC2-53F9-2ED38CD9C1DA,"5481c6dd-74f4-486d-b419-e5b442a6490e",session::tapjoy::d01f860f-6ad5-4be2-bc8f-da052e2dd897,605b881c-8749-4160-b158-18267da48f7a,10307266,"MIP - Boston","TapJoy - API",True,4/4/2021 6:49:28 PM,4/4/2021 6:57:21 PM,3,10,Complete,20,2,,1,02571,,,22
606A3335-FD2C-1671-D54F-581FCAA35E67,"4be0ffa01c0a4f46f35a1f9855d31f63ca9f09100b348e60df4e3ddb2e9a9a72",MzFfMi4wMF84NTAuMDBfX18x,c6223308-7665-43b3-bfea-c7c2c00b51f6,10307266,"MIP - Boston","inBrain.ai - API",True,4/4/2021 4:44:34 PM,4/4/2021 4:51:06 PM,3,10,Complete,25,2,,1,02135,,,22
60689272-C6D2-18C9-97FF-F0CA46A18119,"27041503",1362520054,21be0a61-1f51-463c-bd53-6f0fd4fbf303,10307266,"MIP - Boston","MyPoints",True,4/3/2021 11:06:21 AM,4/3/2021 11:14:17 AM,3,10,Complete,58,2,,1,01830,,,22
606936A4-9F05-923E-D0C3-08D58FA3F9F1,"2085e028785383f7868251ccd6d485c1f61db738932241d35e46ba6fe367eba8",MzFfMi4wMF84NTAuMDBfX18x,f0d72792-772d-4af5-b6cb-6ebef097dfa3,10307266,"MIP - Boston","inBrain.ai - API",True,4/3/2021 10:46:55 PM,4/3/2021 10:54:16 PM,3,10,Complete,19,2,,1,01801,,,22
6068AD7D-65FD-5A59-21BA-F5F3269C7969,"c88aeb9b7991183e50652e4186e8d19d",2d08484c4d534a0f21bebc9c501e52f1,730ff41e-d236-4b93-b98f-38cb0bc5772c,10307266,"MIP - Boston","Tap Research",True,4/3/2021 1:01:47 PM,4/3/2021 1:03:39 PM,3,20,Term,30,1,,1,01915,,,22
60688EA3-D01C-03FB-9370-A12F78585619,"46252371",1362504105,78f21c37-067f-433f-8689-2f1b180ad86e,10307266,"MIP - Boston","Prodege",True,4/3/2021 10:50:25 AM,4/3/2021 10:50:42 AM,3,1,In Screener / Drop,32,1,,1,02127,,,22
6068F179-E302-75DF-C3A6-37CC73B9EA65,"22275561",1362864750,f3881488-3096-4825-b80a-981e0f924ccd,10307266,"MIP - Boston","MyPoints",True,4/3/2021 5:51:40 PM,4/3/2021 5:59:42 PM,3,10,Complete,67,2,,1,02169,,,22
60686F06-90BA-26A9-0811-69D2C6F22B39,"16792930",69866e76948111eba78602cb67736f64,df81c17a-6e49-4785-9d68-259946488114,10307266,"MIP - Boston","DISQO",True,4/3/2021 8:35:12 AM,4/3/2021 8:48:06 AM,3,10,Complete,85,1,,1,02472,,,22
606999CA-EF50-D851-F121-878B374C4FA7,"21986682",1363201052,e636ca6a-8341-4e78-96f9-5d5fc39cef14,10307266,"MIP - Boston","Prodege",True,4/4/2021 5:49:58 AM,4/4/2021 6:00:53 AM,3,10,Complete,42,1,,5,02169,,,22
6069023F-0422-D1C9-38A6-A2F5F4241F0A,"okk3RsWUL4822jehECNKoYg2",,a3c0f256-dc7d-4bfe-ae62-edfef65ce155,10307266,"MIP - Boston","Qmee",True,4/3/2021 7:02:28 PM,4/3/2021 7:14:09 PM,3,10,Complete,56,2,,1,02053,,,22
60690736-4C38-9466-BC73-47F3083C8D14,"22481974",1362923359,63362ddc-29e3-46cd-89ee-0941ae4f164d,10307266,"MIP - Boston","MyPoints",True,4/3/2021 7:23:40 PM,4/3/2021 7:37:50 PM,3,10,Complete,70,1,,1,01450,,,22
6069D2D5-79FC-5025-3898-0C4F1FF66C0A,"28441428",1363382503,17e60e5e-b94f-4f4b-ad1a-12edfb37d47d,10307266,"MIP - Boston","MyPoints",True,4/4/2021 9:52:17 AM,4/4/2021 10:02:56 AM,3,10,Complete,46,2,,1,01801,,,22
60692641-A31B-C921-1777-57F23A902DCF,"17528983",9a9fbc5c94ee11ebb1c2026043e436b3,2a199217-0cec-4a46-aee7-2f54ca7e81f8,10307266,"MIP - Boston","DISQO",True,4/3/2021 9:36:52 PM,4/3/2021 9:36:56 PM,30,-1,Security,,,,,,,,
6069E934-AAF8-FE8F-A24E-B3CF783B907B,"15088947",b3abbe84956211eb91fd06361590b4ea,fb20a4e7-cccb-4d90-8b1d-3c6c78b9ee7f,10307266,"MIP - Boston","DISQO",True,4/4/2021 11:27:53 AM,4/4/2021 11:28:00 AM,3,1,In Screener / Drop,65,2,,1,02347,,,22
6069ECC4-9E88-623C-D6C4-F38B6B2BE8F9,"6390071",33219369m05cb72dbe9b8373c9dcbb09d177,e8b2d981-ee58-4f77-9fa5-07a8ee383d64,10307266,"MIP - Boston","Branded Research",True,4/4/2021 11:44:17 AM,4/4/2021 11:59:54 AM,3,10,Complete,60,2,,1,01850,,,22
606A1AD1-51EC-5A6E-876D-E2EEBF001AC9,"22423921",1363639691,1e61cf3c-9217-447e-b42c-2aac4924cc56,10307266,"MIP - Boston","MyPoints",True,4/4/2021 3:00:46 PM,4/4/2021 3:07:25 PM,3,10,Complete,24,2,,5,02459,,,22
60690754-069D-253B-1DD2-C75B406D3ADB,"d8264addf07c931955cb33ab13030790",c3fe1a7931c0dfe717792b18928628fa,2b522857-9ea9-4e42-801d-141c8911dc69,10307266,"MIP - Boston","Tap Research",True,4/3/2021 7:25:21 PM,4/3/2021 7:25:27 PM,23,-1,Demographic Termination,23,,,10%2c4%2c5%2c6%2c7%2c8%2c9,01863,,,22
606932D5-1FED-8852-804D-2F18AE8DACA1,"f1757ccfad92c1e57463389269dd7018",0034dd3bdc220d4c0c7f0eb68a359b58,45d3da70-482e-40db-9028-e2e2aed9333e,10307266,"MIP - Boston","Tap Research",True,4/3/2021 10:30:31 PM,4/3/2021 10:31:34 PM,3,20,Term,42,1,,1,02302,,,22
6068BEBB-5E91-D428-3370-9A3384C9AA03,"16149380",ea09404e94b011eba7ef027cdce6fce3,9f83113b-a92b-4c3b-9094-d43d74ac7106,10307266,"MIP - Boston","DISQO",True,4/3/2021 2:15:18 PM,4/3/2021 2:15:46 PM,3,1,In Screener / Drop,21,2,,1,02190,,,22
606A6560-60B6-7F91-D526-9121EE570D49,"436e56b0-dc0d-41b6-869c-b040dc65b3ff",N33GLLL1I4-fa7c20,28dfb384-e43d-49c0-af96-1ad998193dcf,10307266,"MIP - Boston","Publishers Clearing House",True,4/4/2021 8:17:31 PM,4/4/2021 8:17:38 PM,3,1,In Screener / Drop,76,1,,1,01921,,,22
6069B633-3CAC-BCA2-E460-A92D1DA1870A,"18724653",1363282165,6de45872-d316-4ea3-9a7e-b03370cab0d4,10307266,"MIP - Boston","Prodege",True,4/4/2021 7:50:08 AM,4/4/2021 7:58:01 AM,3,10,Complete,57,2,,1,02190,,,22
6069CBE7-AE8E-0F48-A59F-6BBA623F25BD,"17828399",5d4557aa955111eb9d2806dcbf15090f,f97f7966-d3b0-46a6-9689-83436767334a,10307266,"MIP - Boston","DISQO",True,4/4/2021 9:23:47 AM,4/4/2021 9:31:12 AM,3,10,Complete,27,1,,1,02190,,,22
6068CF6A-C689-6D69-3CAF-E0BCAA147CA0,"8617908",1362756284,9d81f83d-197b-472d-837c-0b33c1c3ebf4,10307266,"MIP - Boston","Prodege",True,4/3/2021 3:26:29 PM,4/3/2021 3:36:02 PM,3,10,Complete,46,1,,1,02190,,,22
6069E4F4-EDC1-D7F0-2003-9831EB5F60E0,"76281655",1363448315,f71489de-f06a-4dd8-b2bd-f22637953579,10307266,"MIP - Boston","Prodege",True,4/4/2021 11:10:56 AM,4/4/2021 11:21:31 AM,3,10,Complete,27,1,,1,02128,,,22
606A44A6-B111-A897-0378-66A78D70EC72,"Bpa1J9w2U97AoBqYWShMy8wa",,aef67548-586f-43a2-bc35-c09a6b56b7c6,10307266,"MIP - Boston","Qmee",True,4/4/2021 5:58:03 PM,4/4/2021 6:05:38 PM,3,10,Complete,33,2,,1,01930,,,22
606A6023-74E3-F877-4B83-BC81D4B1893A,"mqLLMiqsJdvF2EQhGadxwS4x",,c9b0dd83-a0c0-49ca-aa58-5b30b85d749e,10307266,"MIP - Boston","Qmee",True,4/4/2021 7:56:32 PM,4/4/2021 8:03:34 PM,3,10,Complete,27,2,,1,01913,,,22
